Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Coating/Sealant application (product.metafields.shopify.coating-sealant-application),Color (product.metafields.shopify.color-pattern),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Style (product.metafields.shopify.style),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable location (product.metafields.shopify.suitable-location),Suitable space (product.metafields.shopify.suitable-space),Tile design (product.metafields.shopify.tile-design),Tile look (product.metafields.shopify.tile-look),Tile material (product.metafields.shopify.tile-material),Tile texture (product.metafields.shopify.tile-texture),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Status
baltic-stone-chalk,BALTIC STONE CHALK 600x600mm,"<p data-mce-fragment=""1"">600x600 10mm porcelain IN/OUT.</p>
<p data-mce-fragment=""1"">✅Price is per m2.</p>
<p class=""p1"" data-mce-fragment=""1""><strong data-mce-fragment=""1""><span class=""s1"" data-mce-fragment=""1"">Product Features</span></strong></p>
<p class=""p2"" data-mce-fragment=""1""><strong><span class=""s2"" data-mce-fragment=""1"">Material: </span></strong><span class=""s3"" data-mce-fragment=""1"">Porcelain<br data-mce-fragment=""1""></span><span class=""s2"" data-mce-fragment=""1""><strong>Finish:</strong>  </span><span class=""s3"" data-mce-fragment=""1"">Indoor / Outdoor technology<br data-mce-fragment=""1""></span><strong><span class=""s2"" data-mce-fragment=""1"">Slip Rating: </span></strong><span class=""s3"" data-mce-fragment=""1""><br data-mce-fragment=""1""></span><span class=""s2"" data-mce-fragment=""1""><strong>Edge:</strong> </span><span class=""s3"" data-mce-fragment=""1"">Rectified<br data-mce-fragment=""1""></span><span class=""s2"" data-mce-fragment=""1""><strong>Size:</strong> </span><span class=""s3"" data-mce-fragment=""1"">600x600mm<br data-mce-fragment=""1""></span><span class=""s2"" data-mce-fragment=""1""><strong>Application:</strong> External floors, </span><span class=""s3"" data-mce-fragment=""1"">Internal Floors, Kitchen, Living, Bathroom</span></p>",Northern TILE Distributors,Hardware > Building Materials > Wall & Ceiling Tile,Tile,"BALTIC, BALTIC STONE CHALK, CHALK, IN OUT, NORDIC, NTD151",true,Title,Default Title,,,,,,,,NTD151,30000.0,,deny,manual,42.00,50.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0463/9267/2415/files/BALTICStone-Chalk.jpg?v=1713266575,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,13.20,true,,,true,,,active
baltic-stone-chalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/BALTIC-Stone-Chalk-lifestyle.jpg?v=1713266576,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-200-white,ARDEX FG8 Grout 5kg - #200 White,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"200, 5kg, Ardex, grout, white",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_043b3344-8a76-42b4-b33b-b487cc9c9494.png?v=1713149491,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-200-white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.49.53pm.png?v=1713149491,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-282-alabaster,ARDEX FG8 Grout 5kg - #282 Alabaster,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"282, 5kg, alabaster, Ardex, grout",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_b450d019-072c-4a50-9761-0d0f50d17e22.png?v=1713149372,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-282-alabaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.48.47pm.png?v=1713149372,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-250-french-vanilla,ARDEX FG8 Grout 5kg - #250 French Vanilla,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"250, 5kg, Ardex, french vanilla, grout",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_448bbdee-725a-44e9-bad0-41b0bd78cbf2.png?v=1713149304,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-250-french-vanilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.47.40pm.png?v=1713149304,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-287-charred-ash,ARDEX FG8 Grout 5kg - #287 Charred Ash,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"287, 5kg, Ardex, charred ash, grout",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_6c3d0718-8b81-4327-a9f3-6dcfbd99576a.png?v=1713149214,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-287-charred-ash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.46.02pm.png?v=1713149214,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-202-midnight,ARDEX FG8 Grout 5kg - #202 Midnight,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"202, 5kg, Ardex, grout, midnight",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_5220ec47-bfde-4d1d-a5fc-c003d84ffe91.png?v=1713149133,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-202-midnight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.43.35pm.png?v=1713149133,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-288-macchiato,ARDEX FG8 Grout 5kg - #288 Macchiato,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"288, 5kg, Ardex, grout, macchiato",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_afa1ef69-a556-4f5f-94a2-984b5fe94838.png?v=1713148980,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-288-macchiato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.42.11pm.png?v=1713148980,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-229-buff,ARDEX FG8 Grout 5kg - #229 Buff,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"229, 5kg, Ardex, buff, grout",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_a326b055-14ae-4d19-beeb-e353cb83504f.png?v=1713148899,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-229-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.39.41pm.png?v=1713148899,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-249-light-beige,ARDEX FG8 Grout 5kg - #249 Light Beige,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"249, 5kg, Ardex, Beige, grout, light beige",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_ddee1940-6334-4ee7-ad00-d8602f041a50.png?v=1713148735,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-249-light-beige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.38.10pm.png?v=1713148736,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-248-walnut,ARDEX FG8 Grout 5kg - #248 Walnut,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"248, 5kg, Ardex, grout, walnut",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_6bede96b-e33e-4edd-9454-44691b6c0a65.png?v=1713148658,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-248-walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.36.49pm.png?v=1713148657,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-211-slate-grey,ARDEX FG8 Grout 5kg - #211 Slate Grey,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"211, 5kg, Ardex, grey, grout, slate grey",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_e352eeef-6f2e-4aa8-8b1e-d806448a4e18.png?v=1713148592,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-211-slate-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.35.37pm.png?v=1713148592,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-273-magellan-grey,ARDEX FG8 Grout 5kg - #273 Magellan Grey,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"273, 5kg, Ardex, grey, grout, Magellan Grey",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_5dc9c552-65bc-42ba-9b9b-bab88e529cdb.png?v=1713148488,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ardex-fg8-grout-5kg-273-magellan-grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.33.54pm.png?v=1713148488,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ardex-fg8-grout-5kg-241-misty-grey,ARDEX FG8 Grout 5kg - #241 Misty Grey,"<p><strong>Flexible Coloured Grout for Tile Joints 1 to 8 mm Wide</strong></p>
<ul class=""list-unstyled"">
<li>Strong uniform colour - reduces efflorescence</li>
<li>Polymer fortified – reduces likelihood of cracking</li>
<li>Mould resistant &amp; water repellent – improves hygiene and appearance</li>
</ul>
<p><strong>Information ARDEX FG 8</strong></p>
<p>A smooth, flexible cement-based grout with improved colour integrity. ARDEX FG 8 is suitable for tile joints 1-8mm wide and is exceptionally easy to use on walls and floors.</p>
<ul>
<li>Excellent workability</li>
<li>Strong uniform colour</li>
<li>Easier to use</li>
<li>Smooth finish, flush joints</li>
<li>Mould resistant and water repellent</li>
</ul>
<p><strong>Tile Types:</strong></p>
<ul>
<li>Ceramic and porcelain tiles, terrazzo, slate, quarry tiles, moisture insensitive natural stones and mosaics</li>
</ul>",Northern TILE Distributors,Business & Industrial,grout,"241, 5kg, Ardex, grout, Misty grey",true,Title,Default Title,,,,,,,,,5000.0,,deny,manual,29.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0463/9267/2415/files/ScreenShot2024-04-15at12.02.41pm_1f7607d1-6903-4cf4-bc36-d624b8f4f4cf.png?v=1713148342,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
